,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain
1492,Bachelors,2016,Bangalore,3,27,Male,No,5
2203,Bachelors,2015,Pune,3,28,Male,Yes,2
4439,Bachelors,2017,New Delhi,2,40,Female,No,3
661,Bachelors,2014,Bangalore,3,28,Female,No,2
1002,Masters,2017,New Delhi,3,28,Female,No,3
62,PHD,2013,Bangalore,2,25,Male,No,3
284,PHD,2014,Bangalore,3,24,Female,No,2
2224,Masters,2017,Pune,2,27,Male,Yes,5
4386,Masters,2017,Bangalore,3,36,Male,No,4
1879,Bachelors,2013,Bangalore,3,24,Female,No,2
4519,Bachelors,2017,Bangalore,3,24,Male,Yes,2
1203,Masters,2017,Pune,2,27,Female,No,5
1990,Bachelors,2015,New Delhi,2,29,Female,No,1
24,Bachelors,2017,Bangalore,3,29,Male,No,4
4516,Bachelors,2013,Bangalore,3,35,Male,No,5
3909,Bachelors,2016,Bangalore,3,39,Female,No,0
3695,Bachelors,2016,Pune,3,39,Male,No,4
4066,Bachelors,2012,Bangalore,3,37,Male,No,4
875,Masters,2014,New Delhi,3,25,Male,No,3
4419,Bachelors,2017,New Delhi,2,31,Male,No,3
938,Masters,2017,Bangalore,2,28,Male,Yes,2
2687,Bachelors,2018,Bangalore,3,28,Male,No,3
2394,Masters,2017,New Delhi,2,27,Male,No,5
4255,Bachelors,2012,New Delhi,3,22,Female,No,0
4634,Bachelors,2016,New Delhi,1,38,Female,No,2
3612,Bachelors,2015,New Delhi,3,40,Male,No,3
385,Bachelors,2012,Bangalore,3,24,Male,No,2
4054,Masters,2017,New Delhi,2,23,Male,No,1
4257,Bachelors,2013,Pune,3,24,Male,No,2
3891,Bachelors,2013,New Delhi,3,38,Female,No,4
2291,Bachelors,2013,New Delhi,3,26,Male,No,4
3705,Masters,2015,Bangalore,3,36,Male,No,0
936,Masters,2017,New Delhi,2,28,Male,No,2
4325,Bachelors,2015,Bangalore,3,22,Male,Yes,0
2360,Bachelors,2014,Bangalore,3,30,Male,No,2
3507,Bachelors,2015,Pune,2,36,Female,Yes,1
201,Bachelors,2014,Bangalore,3,25,Male,No,3
3208,Bachelors,2015,Pune,2,32,Female,No,0
1332,Bachelors,2012,Pune,3,25,Female,No,3
3016,Bachelors,2015,Bangalore,3,36,Male,No,5
3502,Bachelors,2015,Bangalore,3,37,Female,No,5
2708,PHD,2017,New Delhi,3,27,Male,No,5
1934,Bachelors,2017,Bangalore,3,26,Male,Yes,4
935,Masters,2018,Pune,3,27,Male,No,5
2418,Bachelors,2015,Bangalore,3,30,Male,No,2
566,Bachelors,2014,Pune,3,26,Male,No,4
1854,Bachelors,2014,Bangalore,3,27,Male,Yes,5
4164,Masters,2017,New Delhi,2,23,Female,No,1
2872,Bachelors,2017,New Delhi,2,28,Female,No,4
3030,Masters,2017,New Delhi,2,31,Female,No,0
1205,Bachelors,2017,Pune,3,27,Female,No,5
2467,Bachelors,2012,Bangalore,3,27,Male,No,5
1645,Bachelors,2016,Bangalore,1,24,Male,No,2
3417,Bachelors,2013,Bangalore,3,35,Male,No,3
3476,Bachelors,2013,Bangalore,3,36,Male,No,5
3765,Bachelors,2012,Bangalore,1,38,Female,No,1
2861,Bachelors,2012,Bangalore,3,28,Female,No,0
1792,Bachelors,2013,New Delhi,3,26,Female,No,4
1430,Bachelors,2016,New Delhi,3,28,Female,No,3
2826,Bachelors,2017,New Delhi,3,30,Male,No,5
3368,Bachelors,2017,Bangalore,3,40,Female,No,4
3367,Bachelors,2013,Bangalore,1,40,Male,No,2
3533,Bachelors,2013,Pune,3,40,Female,No,2
3100,Bachelors,2015,Pune,2,34,Female,No,2
4095,Bachelors,2012,Bangalore,3,36,Female,No,2
1013,Bachelors,2017,Bangalore,3,25,Male,No,3
1928,Bachelors,2016,New Delhi,3,28,Male,No,0
3449,Bachelors,2014,Bangalore,3,34,Male,No,5
4252,Masters,2017,New Delhi,2,25,Female,No,3
3056,Bachelors,2018,Bangalore,3,34,Male,Yes,2
4028,Bachelors,2017,Bangalore,2,23,Male,No,1
126,Bachelors,2013,Bangalore,3,28,Male,No,1
3714,Bachelors,2017,Bangalore,3,31,Male,No,0
2935,Bachelors,2017,Bangalore,1,29,Female,No,5
3204,PHD,2013,Pune,3,35,Male,No,0
1347,Bachelors,2014,Pune,3,26,Male,No,4
3055,Bachelors,2012,Bangalore,3,41,Male,No,3
355,Bachelors,2017,Bangalore,3,25,Female,Yes,3
4338,PHD,2015,New Delhi,3,22,Female,No,0
3531,Bachelors,2012,Pune,3,39,Male,No,0
2730,Bachelors,2012,Bangalore,3,28,Male,No,0
827,Bachelors,2017,Bangalore,3,28,Male,No,2
1639,Bachelors,2017,Bangalore,3,27,Male,No,5
3040,Bachelors,2014,Bangalore,3,33,Male,No,4
984,Bachelors,2015,Bangalore,3,25,Female,No,3
3281,Bachelors,2015,New Delhi,3,37,Male,No,4
4625,Bachelors,2013,Pune,3,37,Male,No,3
2188,Bachelors,2015,Bangalore,3,28,Male,No,1
4591,Bachelors,2015,Bangalore,3,28,Male,No,1
2443,Bachelors,2014,Bangalore,3,27,Male,No,5
362,Bachelors,2017,New Delhi,3,27,Female,No,5
2349,PHD,2016,Bangalore,3,27,Male,No,5
345,Bachelors,2017,New Delhi,2,27,Male,No,5
3652,PHD,2018,New Delhi,3,33,Female,No,4
4293,Masters,2013,Bangalore,3,31,Male,No,2
711,Bachelors,2015,New Delhi,2,28,Female,Yes,2
3205,Masters,2015,Pune,2,33,Male,No,4
3673,Masters,2016,Bangalore,3,32,Male,No,1
4462,Bachelors,2016,Pune,2,35,Female,No,4
3658,Bachelors,2018,Bangalore,3,32,Male,No,2
3325,Masters,2014,New Delhi,3,33,Male,No,3
10,Masters,2012,Bangalore,3,27,Male,No,5
1683,Bachelors,2013,Bangalore,3,24,Male,No,2
2116,Bachelors,2015,Bangalore,3,26,Male,No,4
4412,Bachelors,2014,Bangalore,3,27,Female,No,5
1834,Bachelors,2013,Pune,3,25,Male,No,3
793,Bachelors,2012,Bangalore,3,24,Male,No,2
3363,Bachelors,2016,Pune,3,38,Male,No,0
4601,Bachelors,2016,Bangalore,3,37,Male,No,2
2802,Masters,2013,Bangalore,1,29,Female,No,2
2674,Masters,2012,Pune,3,29,Male,No,4
94,Bachelors,2014,Bangalore,3,39,Male,No,3
3668,Bachelors,2012,Bangalore,3,33,Female,No,4
129,Masters,2013,Pune,1,24,Male,No,2
2891,Bachelors,2012,Bangalore,3,30,Female,No,1
2371,Bachelors,2016,Bangalore,3,29,Male,No,2
3954,Bachelors,2016,Pune,3,40,Male,No,5
3646,Masters,2017,Bangalore,2,32,Male,No,2
3332,Bachelors,2012,Bangalore,3,40,Male,No,3
3228,Bachelors,2015,Bangalore,3,39,Male,Yes,2
4577,Masters,2017,New Delhi,3,40,Male,No,2
2995,Bachelors,2018,Pune,3,32,Male,No,1
2263,Bachelors,2015,New Delhi,3,26,Female,No,4
1900,PHD,2014,New Delhi,3,25,Male,No,3
3879,Bachelors,2014,Bangalore,3,38,Female,No,2
814,Masters,2017,Pune,2,25,Male,No,3
3230,Bachelors,2015,Bangalore,3,35,Male,No,0
1932,Bachelors,2014,Bangalore,3,26,Male,No,4
3908,Bachelors,2016,Bangalore,3,31,Female,No,2
3802,Bachelors,2013,Bangalore,3,37,Male,No,5
2912,Bachelors,2016,New Delhi,3,26,Female,No,4
1865,Masters,2017,New Delhi,1,26,Male,No,4
1658,Bachelors,2016,Bangalore,3,26,Male,No,4
516,Bachelors,2012,Bangalore,3,25,Female,No,3
3593,Bachelors,2015,Bangalore,3,32,Female,No,0
1857,Masters,2018,New Delhi,3,25,Male,No,3
2645,Bachelors,2014,New Delhi,3,27,Female,No,5
2243,PHD,2014,New Delhi,2,27,Female,No,5
1277,Bachelors,2014,Bangalore,3,24,Female,No,2
2336,Bachelors,2014,Pune,3,30,Male,No,1
950,Bachelors,2013,Pune,3,24,Female,No,2
3482,Bachelors,2017,Pune,2,33,Female,No,4
3044,Bachelors,2018,Pune,2,39,Female,No,0
3068,Bachelors,2014,Bangalore,3,39,Male,No,2
1120,Bachelors,2016,New Delhi,3,24,Female,No,2
4148,Bachelors,2015,Bangalore,3,29,Male,No,2
2597,Bachelors,2018,Bangalore,3,28,Male,No,1
2204,Bachelors,2016,New Delhi,3,26,Female,No,4
419,Bachelors,2016,Pune,3,28,Male,No,1
922,Bachelors,2015,Bangalore,3,26,Male,No,4
3896,Bachelors,2014,Bangalore,3,35,Male,Yes,1
477,Masters,2012,Pune,3,27,Female,No,5
2035,Masters,2013,New Delhi,3,26,Male,No,4
3855,Bachelors,2017,New Delhi,2,41,Female,No,2
1692,Bachelors,2017,Pune,3,26,Male,No,4
3916,Bachelors,2018,Pune,3,35,Male,No,0
3905,Bachelors,2015,Bangalore,3,39,Male,No,1
3571,Bachelors,2018,Bangalore,3,38,Male,Yes,3
1471,Bachelors,2015,Pune,2,27,Female,No,5
2601,Bachelors,2016,Bangalore,3,29,Male,No,3
1202,Masters,2017,New Delhi,3,24,Female,No,2
2438,Bachelors,2016,Bangalore,3,29,Female,No,1
2626,Masters,2017,New Delhi,2,27,Female,No,5
1669,Bachelors,2014,New Delhi,3,25,Male,No,3
4485,Bachelors,2016,Pune,3,35,Male,No,1
1970,Masters,2012,New Delhi,3,27,Female,No,5
3110,Masters,2017,Pune,2,41,Male,Yes,2
2151,Bachelors,2016,Bangalore,3,29,Male,No,1
3687,Bachelors,2015,Pune,3,37,Male,No,5
820,Masters,2017,New Delhi,2,24,Male,No,2
1997,Bachelors,2017,Bangalore,3,28,Male,No,1
4553,PHD,2013,Pune,1,32,Female,No,0
3054,Bachelors,2012,Bangalore,3,39,Female,No,2
1248,Bachelors,2014,Bangalore,3,26,Male,Yes,4
4619,Bachelors,2016,Pune,3,38,Male,No,2
2712,Masters,2017,Pune,2,29,Female,Yes,2
992,Bachelors,2013,Pune,3,26,Male,Yes,4
2190,Masters,2017,New Delhi,3,28,Male,No,2
4346,Bachelors,2017,Pune,2,38,Female,No,1
1046,Bachelors,2012,Bangalore,3,28,Male,No,1
1888,Bachelors,2018,Bangalore,3,27,Female,No,5
2469,Bachelors,2012,Bangalore,3,26,Female,No,4
3708,Masters,2017,Bangalore,1,34,Male,No,1
2847,Bachelors,2017,New Delhi,2,27,Male,No,5
3597,PHD,2015,Bangalore,3,40,Male,No,3
615,Bachelors,2012,Bangalore,3,26,Male,No,4
1318,Bachelors,2016,Bangalore,2,25,Male,No,3
1863,Bachelors,2012,Bangalore,3,26,Male,No,4
2343,Bachelors,2013,Bangalore,3,30,Female,No,1
2449,Bachelors,2016,Pune,3,26,Female,No,4
2136,Masters,2015,New Delhi,2,26,Female,No,4
1065,Bachelors,2013,Bangalore,3,26,Male,No,4
1772,Masters,2017,Bangalore,2,26,Female,No,4
4615,Bachelors,2013,Bangalore,3,34,Male,No,4
131,Bachelors,2013,Bangalore,3,28,Male,No,1
3815,Bachelors,2017,Bangalore,3,34,Female,No,5
3481,Bachelors,2013,Pune,2,34,Female,No,1
77,Bachelors,2017,Bangalore,3,23,Female,No,1
3450,Bachelors,2013,Bangalore,3,35,Male,No,0
2898,Bachelors,2015,Pune,2,28,Female,No,0
2052,Bachelors,2018,Bangalore,3,28,Male,No,1
4192,Masters,2017,Bangalore,2,35,Female,No,0
724,Bachelors,2018,Bangalore,3,26,Male,No,4
1314,Bachelors,2016,Bangalore,3,27,Female,No,5
4043,Bachelors,2017,Bangalore,3,28,Female,No,3
1851,Masters,2017,New Delhi,2,27,Female,No,5
2317,Bachelors,2014,Bangalore,1,28,Male,No,2
4058,Masters,2017,New Delhi,2,27,Female,No,5
872,Masters,2017,New Delhi,2,26,Male,No,4
1372,Bachelors,2013,Pune,3,27,Male,No,5
1855,Bachelors,2015,New Delhi,3,25,Female,No,3
4455,Bachelors,2018,Bangalore,3,24,Male,No,2
2965,PHD,2015,New Delhi,3,29,Male,No,4
3864,Bachelors,2012,Bangalore,3,34,Male,No,2
1319,Bachelors,2016,Bangalore,3,28,Female,No,4
2560,Masters,2015,Pune,3,29,Female,No,4
4557,Bachelors,2014,Bangalore,1,36,Female,No,1
2635,Bachelors,2012,Bangalore,3,29,Male,No,2
3839,Masters,2017,Pune,2,40,Male,No,5
3530,Bachelors,2017,New Delhi,2,37,Male,No,0
375,Bachelors,2018,New Delhi,3,26,Female,Yes,4
1908,Bachelors,2017,Bangalore,3,27,Male,No,5
333,Bachelors,2016,Pune,3,26,Male,No,4
3982,Bachelors,2012,Bangalore,1,35,Male,No,7
4313,Bachelors,2015,Pune,3,37,Female,No,1
2365,Bachelors,2014,Bangalore,1,28,Female,No,2
1604,Bachelors,2015,Bangalore,1,27,Male,No,5
1118,Bachelors,2013,Bangalore,3,26,Female,No,4
3677,Bachelors,2014,Bangalore,1,34,Female,No,5
3490,Bachelors,2016,Bangalore,3,35,Male,No,4
4526,Masters,2015,Pune,2,29,Female,No,1
3621,Bachelors,2017,Pune,3,38,Male,Yes,1
1943,PHD,2013,Bangalore,2,25,Male,No,3
2958,Bachelors,2014,Bangalore,3,30,Female,No,2
3997,Bachelors,2014,Bangalore,3,37,Female,No,1
4610,Bachelors,2015,Pune,3,24,Female,No,2
4018,Masters,2012,New Delhi,3,34,Female,No,2
2376,Bachelors,2015,Bangalore,3,29,Male,No,2
4505,Bachelors,2018,Pune,3,26,Male,No,4
1342,Bachelors,2017,New Delhi,2,27,Male,No,5
320,Bachelors,2017,Bangalore,3,28,Female,No,2
1619,Bachelors,2014,Bangalore,3,28,Male,No,0
3713,Bachelors,2015,New Delhi,2,37,Female,No,3
4197,Bachelors,2014,Pune,3,36,Female,No,5
2060,Bachelors,2017,New Delhi,3,26,Male,No,4
2945,Bachelors,2012,Pune,2,27,Female,No,5
2219,Bachelors,2016,Bangalore,3,28,Female,No,1
1673,Bachelors,2014,Bangalore,3,28,Male,No,4
1942,Bachelors,2014,Bangalore,3,25,Male,No,3
260,Bachelors,2017,Bangalore,3,28,Male,No,1
4636,Masters,2014,New Delhi,3,37,Female,No,0
2039,Bachelors,2017,Pune,3,26,Female,No,4
689,Bachelors,2014,Pune,2,26,Female,No,4
901,Bachelors,2017,Pune,3,24,Male,No,2
3744,Masters,2017,New Delhi,2,33,Male,No,4
2306,Masters,2017,Bangalore,1,27,Male,No,5
2026,Bachelors,2017,Pune,2,26,Female,No,4
2892,Bachelors,2018,Bangalore,3,29,Male,No,3
4483,Bachelors,2014,Bangalore,3,34,Male,No,5
138,Bachelors,2017,New Delhi,3,28,Male,No,2
1917,Bachelors,2018,Bangalore,3,25,Female,No,3
1828,Masters,2013,New Delhi,3,28,Male,No,1
1573,Bachelors,2016,Pune,3,24,Male,No,2
319,Bachelors,2016,Bangalore,3,27,Male,No,5
653,Bachelors,2014,Bangalore,3,28,Female,No,3
2137,Bachelors,2015,Pune,2,26,Female,No,4
4096,Bachelors,2018,Bangalore,3,40,Male,No,4
558,Bachelors,2014,Bangalore,3,28,Female,No,1
2187,Bachelors,2017,Bangalore,3,28,Female,No,1
112,Bachelors,2013,Bangalore,3,27,Male,No,5
531,Masters,2018,New Delhi,3,25,Male,No,3
224,Bachelors,2015,Pune,1,24,Female,Yes,2
723,Bachelors,2015,Pune,2,28,Female,Yes,2
4178,Bachelors,2017,Bangalore,3,40,Male,No,0
2883,Masters,2014,New Delhi,3,28,Male,No,0
1141,Bachelors,2012,New Delhi,1,27,Female,No,5
1433,Masters,2018,New Delhi,3,28,Male,No,2
2373,Bachelors,2016,Bangalore,3,26,Male,No,4
4100,Bachelors,2012,Bangalore,3,37,Male,No,5
3371,Bachelors,2017,Bangalore,3,38,Male,Yes,2
2220,Masters,2018,New Delhi,3,30,Female,No,2
1458,Masters,2018,Bangalore,3,28,Male,No,2
3097,Bachelors,2017,New Delhi,2,33,Female,No,2
1415,Masters,2015,Pune,2,26,Female,Yes,4
2762,Bachelors,2013,Bangalore,3,30,Male,Yes,0
846,Bachelors,2018,Bangalore,3,25,Male,No,3
193,Bachelors,2015,Bangalore,3,27,Female,No,5
1464,Bachelors,2017,Bangalore,3,24,Male,No,2
2621,Masters,2017,New Delhi,3,29,Female,Yes,2
946,Bachelors,2017,New Delhi,3,26,Male,No,4
2021,Masters,2015,Pune,3,30,Female,No,2
2551,Bachelors,2017,Pune,2,28,Male,No,3
1629,Bachelors,2015,Pune,3,25,Male,No,3
2928,Bachelors,2015,Pune,3,29,Male,No,0
117,Masters,2013,New Delhi,3,26,Male,No,4
645,Masters,2018,New Delhi,3,26,Male,No,4
1870,Bachelors,2016,Bangalore,3,24,Male,No,2
3,Masters,2016,Bangalore,3,27,Male,No,5
74,Masters,2017,New Delhi,2,25,Female,No,3
1755,Bachelors,2016,Pune,3,27,Male,No,5
467,Masters,2018,New Delhi,1,24,Male,Yes,2
3393,Bachelors,2014,Bangalore,3,32,Male,No,5
5,Bachelors,2016,Bangalore,3,22,Male,No,0
1246,Bachelors,2016,Bangalore,3,28,Male,No,5
919,Bachelors,2014,Bangalore,3,24,Male,No,2
2595,Bachelors,2014,Bangalore,3,26,Female,Yes,4
228,Bachelors,2014,Pune,2,27,Female,No,5
1063,Bachelors,2014,Bangalore,3,27,Female,No,5
2590,Bachelors,2017,Bangalore,3,27,Male,Yes,5
242,Bachelors,2013,Pune,2,28,Female,No,3
2946,Bachelors,2016,Pune,3,26,Female,No,4
4522,Bachelors,2012,Bangalore,3,36,Female,No,1
1160,Bachelors,2012,New Delhi,3,24,Male,No,2
2870,Bachelors,2013,Pune,3,27,Male,No,5
3735,Bachelors,2012,Pune,2,36,Female,No,5
1630,Masters,2017,New Delhi,2,27,Female,No,5
3949,Bachelors,2016,Bangalore,3,40,Female,Yes,4
3517,Bachelors,2012,Bangalore,3,36,Male,No,5
2890,Masters,2017,New Delhi,3,29,Male,No,2
3421,Bachelors,2013,Pune,3,34,Male,Yes,5
2563,Bachelors,2017,Bangalore,3,30,Male,No,1
2671,Bachelors,2015,Pune,2,27,Female,Yes,5
1526,Bachelors,2015,Pune,2,25,Female,No,3
1605,Bachelors,2013,Bangalore,3,26,Male,No,4
4494,Bachelors,2017,Bangalore,3,39,Male,No,3
2324,Bachelors,2015,New Delhi,3,28,Female,No,2
2709,PHD,2013,Bangalore,3,27,Male,No,5
4099,Bachelors,2018,Bangalore,3,24,Male,No,2
1312,Bachelors,2017,Pune,3,25,Female,No,3
3448,Bachelors,2014,Bangalore,3,35,Female,No,4
3812,Masters,2016,New Delhi,3,39,Female,No,1
1989,Bachelors,2014,New Delhi,3,28,Female,No,3
4336,Bachelors,2015,Bangalore,3,28,Male,No,1
2362,Bachelors,2017,Bangalore,3,29,Male,No,1
1975,Bachelors,2016,New Delhi,3,24,Male,Yes,2
3514,Bachelors,2015,Bangalore,3,39,Male,No,5
1761,Bachelors,2013,Bangalore,2,24,Female,No,2
3391,Bachelors,2017,Pune,3,41,Male,No,4
1305,Masters,2017,New Delhi,3,25,Male,No,3
2739,Bachelors,2015,Bangalore,3,29,Male,No,1
1541,Bachelors,2012,Bangalore,3,26,Male,No,4
4340,Bachelors,2016,Pune,2,27,Female,No,5
2472,Bachelors,2017,New Delhi,3,28,Male,No,1
3625,Masters,2013,Pune,3,39,Male,No,2
2642,Bachelors,2013,Bangalore,3,28,Male,No,5
2795,Bachelors,2018,Bangalore,3,27,Male,No,5
4159,Bachelors,2012,Pune,2,38,Male,No,5
4356,Masters,2012,Bangalore,3,31,Female,No,4
622,Bachelors,2014,Pune,3,25,Female,No,3
4086,PHD,2018,New Delhi,3,28,Male,No,4
1493,Masters,2017,New Delhi,3,27,Female,No,5
110,Bachelors,2015,Bangalore,3,27,Female,No,5
2275,Bachelors,2012,Bangalore,3,30,Female,Yes,2
4003,Bachelors,2016,Bangalore,3,31,Male,Yes,5
1169,Bachelors,2015,Bangalore,3,28,Female,No,5
4207,Bachelors,2012,Bangalore,3,32,Male,No,4
232,Bachelors,2014,Bangalore,3,26,Male,Yes,4
66,PHD,2013,Bangalore,3,26,Male,No,4
4242,Masters,2015,Bangalore,3,26,Male,No,4
1603,Bachelors,2017,New Delhi,3,25,Male,No,3
2072,Bachelors,2018,Bangalore,3,30,Male,No,2
3283,Bachelors,2017,New Delhi,2,39,Female,No,0
3596,Bachelors,2014,Pune,3,37,Male,No,4
2192,Bachelors,2014,Pune,2,29,Male,No,2
536,Masters,2013,New Delhi,3,28,Male,No,2
2859,Bachelors,2014,Bangalore,3,27,Male,No,5
125,Masters,2014,Pune,3,24,Male,No,2
3545,Bachelors,2014,Bangalore,3,33,Male,No,5
2133,Bachelors,2015,Pune,2,27,Female,Yes,5
1254,Bachelors,2016,Bangalore,3,26,Male,No,4
1296,Bachelors,2017,Pune,2,26,Male,No,4
1976,Masters,2018,New Delhi,3,28,Male,Yes,2
4208,Bachelors,2018,Pune,3,34,Male,No,0
4175,PHD,2013,New Delhi,3,27,Male,No,5
2075,Bachelors,2017,Bangalore,3,27,Female,No,5
484,Bachelors,2012,Bangalore,3,24,Male,No,2
1654,Bachelors,2016,Pune,3,28,Male,No,3
1215,Bachelors,2016,Pune,2,27,Female,No,5
3086,Bachelors,2016,Bangalore,3,32,Male,No,1
4004,Bachelors,2015,Bangalore,3,34,Male,No,4
4239,Bachelors,2013,Bangalore,2,25,Male,No,3
4047,Bachelors,2013,Bangalore,3,30,Female,No,5
4216,PHD,2015,New Delhi,2,39,Female,No,5
3345,Bachelors,2012,Pune,3,32,Male,No,3
4160,Bachelors,2013,Bangalore,3,24,Male,Yes,2
1774,Masters,2014,New Delhi,1,25,Female,No,3
2410,Bachelors,2017,New Delhi,3,27,Female,No,5
2797,Bachelors,2017,Bangalore,3,29,Male,No,3
918,Bachelors,2015,Bangalore,3,28,Female,No,1
1646,Bachelors,2017,Bangalore,3,27,Male,No,5
1026,Bachelors,2014,Bangalore,3,27,Male,No,5
1030,Bachelors,2015,Bangalore,3,24,Male,Yes,2
882,Bachelors,2017,Bangalore,3,24,Female,No,2
1335,Bachelors,2015,Pune,2,27,Female,No,5
2746,Bachelors,2017,Pune,3,29,Female,No,0
3930,Bachelors,2017,Pune,2,31,Male,No,0
2713,Bachelors,2015,Pune,3,27,Male,No,5
364,Masters,2017,Bangalore,1,26,Female,No,4
4506,Masters,2014,New Delhi,3,34,Female,No,1
3287,PHD,2014,Bangalore,3,38,Female,No,3
2125,Masters,2017,Pune,2,29,Female,No,1
27,Bachelors,2015,Bangalore,3,23,Male,No,1
473,Bachelors,2013,New Delhi,3,24,Female,No,2
525,Bachelors,2015,Bangalore,3,25,Male,No,3
725,Bachelors,2016,Bangalore,3,24,Female,No,2
55,PHD,2013,New Delhi,3,28,Male,No,2
638,Bachelors,2018,Bangalore,3,27,Male,No,5
302,Bachelors,2014,New Delhi,3,27,Female,Yes,5
2766,Bachelors,2014,New Delhi,3,26,Male,No,4
4343,Bachelors,2013,Bangalore,3,26,Male,Yes,4
1276,Bachelors,2016,New Delhi,3,27,Male,No,5
1890,Bachelors,2013,Bangalore,1,27,Female,No,5
624,Masters,2017,Bangalore,3,27,Male,No,5
2055,Masters,2018,Bangalore,3,30,Female,No,2
1280,Bachelors,2015,Pune,3,27,Female,No,5
2851,Masters,2018,New Delhi,3,26,Female,No,4
1049,Bachelors,2012,Pune,1,27,Female,No,5
336,Bachelors,2013,Bangalore,3,27,Female,No,5
3644,Bachelors,2018,Bangalore,3,33,Female,No,3
47,Masters,2013,New Delhi,3,35,Male,No,2
2878,Bachelors,2013,Pune,3,30,Male,No,0
106,Masters,2015,New Delhi,3,25,Male,No,3
2397,Bachelors,2017,New Delhi,2,26,Male,No,4
1079,PHD,2018,New Delhi,3,27,Female,No,5
2286,Masters,2017,New Delhi,2,26,Male,No,4
2261,Bachelors,2012,Bangalore,3,26,Male,No,4
1144,Bachelors,2013,Pune,3,27,Male,No,5
2094,Bachelors,2014,New Delhi,3,30,Male,No,2
2296,Bachelors,2012,Bangalore,3,28,Male,No,2
2841,Bachelors,2012,Pune,3,26,Male,No,4
3144,Bachelors,2014,Bangalore,3,37,Male,No,4
1836,Bachelors,2017,Pune,2,24,Female,No,2
1753,Bachelors,2014,Bangalore,3,28,Male,No,0
1101,Bachelors,2013,Bangalore,3,28,Female,No,4
1968,Bachelors,2014,Bangalore,3,28,Female,No,1
4013,Bachelors,2017,Pune,3,25,Male,No,3
3117,Bachelors,2017,New Delhi,2,36,Male,No,2
2393,Masters,2017,New Delhi,2,28,Female,No,2
523,Bachelors,2013,Bangalore,3,25,Male,No,3
2280,Bachelors,2014,Pune,2,28,Female,No,2
2692,Bachelors,2013,Bangalore,2,27,Female,No,5
4144,Bachelors,2014,Bangalore,3,22,Male,No,0
2885,Masters,2015,Pune,2,30,Female,No,1
1428,Bachelors,2018,New Delhi,3,28,Female,No,5
2581,Bachelors,2016,Bangalore,3,28,Female,No,1
3900,Bachelors,2016,Bangalore,3,39,Female,No,3
681,Bachelors,2012,New Delhi,3,26,Female,No,4
603,Bachelors,2018,Bangalore,3,28,Female,No,3
1489,Bachelors,2015,Pune,3,27,Female,No,5
4554,Bachelors,2015,Pune,3,28,Female,No,1
3860,Bachelors,2016,Bangalore,3,36,Male,No,4
4497,Bachelors,2018,New Delhi,3,36,Female,Yes,2
3122,Bachelors,2015,Bangalore,2,32,Female,No,2
4195,Bachelors,2015,Bangalore,3,27,Female,No,5
60,Masters,2013,New Delhi,3,29,Male,No,3
1969,Bachelors,2018,Bangalore,3,25,Male,No,3
671,Bachelors,2016,New Delhi,3,27,Female,No,5
92,Bachelors,2017,New Delhi,2,34,Female,No,5
666,Bachelors,2017,Bangalore,3,26,Female,No,4
3988,Bachelors,2016,Bangalore,3,38,Female,No,7
1887,Bachelors,2017,Pune,3,26,Male,Yes,4
3266,Bachelors,2017,Bangalore,1,39,Male,No,0
280,Bachelors,2014,Bangalore,3,25,Male,No,3
1719,Bachelors,2015,Bangalore,3,26,Male,No,4
4023,Bachelors,2013,New Delhi,2,35,Female,No,1
359,Bachelors,2017,New Delhi,2,26,Female,No,4
899,Bachelors,2017,Pune,3,27,Male,No,5
3591,Bachelors,2012,Bangalore,3,35,Male,No,1
1935,Bachelors,2016,Bangalore,3,26,Male,No,4
4569,PHD,2017,New Delhi,3,31,Female,No,5
1994,Bachelors,2016,Pune,3,26,Male,No,4
4084,Masters,2017,Pune,2,23,Male,No,1
2895,Bachelors,2017,New Delhi,2,28,Male,No,2
3254,Bachelors,2017,New Delhi,2,36,Male,No,0
3734,Bachelors,2017,New Delhi,2,38,Male,No,0
760,Bachelors,2014,Bangalore,3,24,Male,No,2
2158,Bachelors,2018,Pune,2,28,Female,No,2
1906,Masters,2017,New Delhi,2,24,Male,Yes,2
3823,Bachelors,2015,Pune,2,33,Female,Yes,3
42,Bachelors,2013,Bangalore,3,30,Male,No,3
3818,Bachelors,2013,Pune,3,32,Male,No,5
2173,Masters,2017,New Delhi,2,27,Male,No,5
204,PHD,2013,New Delhi,3,24,Male,No,2
1473,Bachelors,2015,Bangalore,2,28,Female,No,3
2100,Bachelors,2016,Bangalore,3,27,Male,No,5
3845,Bachelors,2017,Pune,3,31,Male,No,3
2593,PHD,2012,New Delhi,3,29,Male,No,5
68,Bachelors,2015,Bangalore,3,24,Female,No,2
4033,Bachelors,2017,New Delhi,2,25,Female,No,3
1875,Bachelors,2015,Pune,3,26,Male,No,4
3579,Masters,2017,New Delhi,1,40,Female,No,0
2832,Bachelors,2012,New Delhi,3,29,Female,No,5
4138,Bachelors,2013,Pune,3,25,Female,No,3
3472,Bachelors,2018,Bangalore,3,41,Female,No,2
2231,Masters,2015,New Delhi,3,26,Male,No,4
137,Bachelors,2012,Pune,3,28,Male,No,2
2947,Bachelors,2017,New Delhi,2,27,Male,No,5
